Unnamed: 0,parse_count,restaurant_name,rating_review,sample,review_id,title_review,review_preview,review_full,date,city,url_restaurant,author_id,aspects
147935,147936,Els_Pinxus_Barra_de_Tapes,5,Positive,review_484192770,"Amazing food, by far one of my favourites","I've been to many restaurants on trips to Barcelona and this place is by far still one of my favourites. Great tapas, better in larger groups to get the set menu which is a range of the best tapas dishes they serve.Would highly recommend...","I've been to many restaurants on trips to Barcelona and this place is by far still one of my favourites. Great tapas, better in larger groups to get the set menu which is a range of the best tapas dishes they serve. Would highly recommend this place and the duck dish (with peanuts) is to die for. ","May 14, 2017",Barcelona_Catalonia,https://www.tripadvisor.com/Restaurant_Review-g187497-d7252874-Reviews-or20-Els_Pinxus_Barra_de_Tapes-Barcelona_Catalonia.html,UID_108816,"{'restaurant': 'positive', 'tapas': 'positive', 'group dining': 'positive', 'set menu': 'positive', 'recommendation': 'positive', 'duck dish': 'positive'}"
211639,211640,Boca_Chica,5,Positive,review_293205382,Funky Bar,"I came here with friends and it was a pretty cool bar, I didn't try the food as we came late, but I hear it's great. The decor is really cool and ambiance of the place is dim with dark wood and velour couches so...","I came here with friends and it was a pretty cool bar, I didn't try the food as we came late, but I hear it's great. The decor is really cool and ambiance of the place is dim with dark wood and velour couches so i felt it was a bit more of a winter place as it was really hot in the summer. The drinks were really good and the bartenders were very friendly and accommodating. It's not your typical hole-in-the-wall casual place, it's a bit more upscale but wonderful.","July 28, 2015",Barcelona_Catalonia,https://www.tripadvisor.com/Restaurant_Review-g187497-d3320911-Reviews-or130-Boca_Chica-Barcelona_Catalonia.html,UID_80921,"{'bar': 'positive', 'food': 'neutral', 'decor': 'positive', 'atmosphere': 'neutral', 'drinks': 'positive', 'service': 'positive', 'price': 'neutral'}"
122409,122410,Makamaka,5,Positive,review_482096967,Fabulous food,Best burger ever. Fun atmosphere. Reasonably priced. Perfect for all. Great location. Helpful staff.,Best burger ever. Fun atmosphere. Reasonably priced. Perfect for all. Great location. Helpful staff.,"May 6, 2017",Barcelona_Catalonia,https://www.tripadvisor.com/Restaurant_Review-g187497-d3519081-Reviews-or240-Makamaka-Barcelona_Catalonia.html,UID_93585,"{'burger': 'positive', 'atmosphere': 'positive', 'price': 'positive', 'location': 'positive', 'service': 'positive'}"
125717,125718,Les_Dues_Sicilies,1,Negative,review_745083008,Really bad experience - first,Really bad experience - first our cocktail - mojito - was extremely bad made - the aranchini’s was cold and without any sort of flavor - and the our pasta and steak came 45 min. later and again without any sort of flavor - just...,Really bad experience - first our cocktail - mojito - was extremely bad made - the aranchini’s was cold and without any sort of flavor - and the our pasta and steak came 45 min. later and again without any sort of flavor - just forget it!,"February 14, 2020",Barcelona_Catalonia,https://www.tripadvisor.com/Restaurant_Review-g187497-d8491303-Reviews-Les_Dues_Sicilies-Barcelona_Catalonia.html,UID_95693,"{'cocktail': 'negative', 'aranchini': 'negative', 'wait time': 'negative', 'pasta': 'negative', 'steak': 'negative'}"
392457,392458,Restaurante_Ambos_Mundos,2,Negative,review_526042422,"Tourist trap, good people watching","Went here for a quick lunch. It was obvious before even being seated that this was a tourist trap. With that in mind, I got what I expected. The tapas was so-so and seemed to have been reheated in the microwave oven. Somewhat overpriced. But...","Went here for a quick lunch. It was obvious before even being seated that this was a tourist trap. With that in mind, I got what I expected. The tapas was so-so and seemed to have been reheated in the microwave oven. Somewhat overpriced. But good location for people watching though.","September 20, 2017",Barcelona_Catalonia,https://www.tripadvisor.com/Restaurant_Review-g187497-d997738-Reviews-or120-Restaurante_Ambos_Mundos-Barcelona_Catalonia.html,UID_173257,"{'lunch': 'neutral', 'atmosphere': 'negative', 'tapas': 'negative', 'price': 'negative', 'location': 'positive'}"
361367,361368,Alsur_Cafe,4,Positive,review_409652451,Nice cafe but a bit expensive,"Nice decoration, chill out music and good coffees but a bit high prices. And I have to make a 100 words","Nice decoration, chill out music and good coffees but a bit high prices. And I have to make a 100 words","August 23, 2016",Barcelona_Catalonia,https://www.tripadvisor.com/Restaurant_Review-g187497-d1530224-Reviews-or160-Alsur_Cafe-Barcelona_Catalonia.html,UID_9828,"{'decoration': 'positive', 'music': 'positive', 'coffee': 'positive', 'price': 'negative'}"
276039,276040,El_Nacional_La_Braseria,5,Positive,review_364517551,New culinary experience in Barcelona. Not to be missed,"Found El Nacional by accident while walking on Garcia Street. It is 4 restaurants, 4 sampling bars in an open environment. From fresh oysters to fish to tapas to aged steak meat.La Braseria has some of the best steaks in town. The service was...","Found El Nacional by accident while walking on Garcia Street. It is 4 restaurants, 4 sampling bars in an open environment. From fresh oysters to fish to tapas to aged steak meat. La Braseria has some of the best steaks in town. The service was fabulous and the strawberry choc dessert a nice finish to our meal.","April 15, 2016",Barcelona_Catalonia,https://www.tripadvisor.com/Restaurant_Review-g187497-d12902541-Reviews-or120-El_Nacional_La_Braseria-Barcelona_Catalonia.html,UID_107852,"{'el nacional': 'positive', 'location': 'positive', 'variety': 'positive', 'oysters': 'positive', 'fish': 'positive', 'tapas': 'positive', 'steak': 'positive', 'la braseria': 'positive', 'service': 'positive', 'dessert': 'positive'}"
152265,152266,Botafumeiro,5,Positive,review_163923387,Great  seafood restaurant,One of the best restaurants in Barcelona---food and service excellent and worth the high price--Dinner with wine cost us over 200E--Member of the Chaine du Rottiseurs,One of the best restaurants in Barcelona---food and service excellent and worth the high price--Dinner with wine cost us over 200E--Member of the Chaine du Rottiseurs,"June 13, 2013",Barcelona_Catalonia,https://www.tripadvisor.com/Restaurant_Review-g187497-d697432-Reviews-or1470-Botafumeiro-Barcelona_Catalonia.html,UID_111411,"{'restaurant': 'positive', 'food': 'positive', 'service': 'positive', 'price': 'positive'}"
151378,151379,N_A_P_Neapolitan_Authentic_Pizza,4,Positive,review_388792943,Excellent pizzeria,Buffala and melanzane parmeggaiana excellent. Very good pizzas. However tiramisu needs to be dramatically improved.The service is good and nice.,Buffala and melanzane parmeggaiana excellent. Very good pizzas. However tiramisu needs to be dramatically improved.The service is good and nice.,"July 3, 2016",Barcelona_Catalonia,https://www.tripadvisor.com/Restaurant_Review-g187497-d2709722-Reviews-or230-N_A_P_Neapolitan_Authentic_Pizza-Barcelona_Catalonia.html,UID_110874,"{'buffala': 'positive', 'melanzane parmeggaiana': 'positive', 'pizza': 'positive', 'tiramisu': 'negative', 'service': 'positive'}"
189090,189091,Kynoto_Sushi_Bar,4,Positive,review_600893914,Food was good,Food was good. Service was alright & could speak english. Food was served quickly variation of food was there. For a quick hunger fix it was good.,Food was good. Service was alright & could speak english. Food was served quickly variation of food was there. For a quick hunger fix it was good.,"July 29, 2018",Barcelona_Catalonia,https://www.tripadvisor.com/Restaurant_Review-g187497-d807838-Reviews-Kynoto_Sushi_Bar-Barcelona_Catalonia.html,UID_131812,"{'food': 'positive', 'service': 'neutral', 'language': 'positive', 'wait time': 'positive', 'variety': 'positive'}"
6637,6638,Bodega_Biarritz_1881,5,Positive,review_316264832,the best tapas in barcelona,"we were there for tree times , that was just amazing , the food , the freindly staff , the sangre and mojito greats , the price and value perfect. 52 euros for 4 drinks and 14 tapas , the vegetalian choice icredible .","we were there for tree times , that was just amazing , the food , the freindly staff , the sangre and mojito greats , the price and value perfect. 52 euros for 4 drinks and 14 tapas , the vegetalian choice icredible .","October 5, 2015",Barcelona_Catalonia,https://www.tripadvisor.com/Restaurant_Review-g187497-d3832462-Reviews-or1430-Bodega_Biarritz_1881-Barcelona_Catalonia.html,UID_6326,"{'food': 'positive', 'service': 'positive', 'drinks': 'positive', 'price': 'positive', 'value': 'positive', 'vegetarian options': 'positive'}"
334078,334079,Piu_Restaurants,3,Negative,review_530816245,Nice Lunch,Stopped on a lark for a quick bite.  Ordered two lemonades and a Margherita pizza.  Total bill $18 and change.  This is a small restaurant with sidewalk seating.  Locals take their time eating and visiting.  If your in the area and have no other options...,Stopped on a lark for a quick bite. Ordered two lemonades and a Margherita pizza. Total bill $18 and change. This is a small restaurant with sidewalk seating. Locals take their time eating and visiting. If your in the area and have no other options you won’t go wrong by giving Piu a try.,"October 7, 2017",Barcelona_Catalonia,https://www.tripadvisor.com/Restaurant_Review-g187497-d4607692-Reviews-or30-Piu_Restaurants-Barcelona_Catalonia.html,UID_128770,"{'lemonade': 'neutral', 'margherita pizza': 'neutral', 'price': 'neutral', 'atmosphere': 'positive', 'service': 'positive'}"
292228,292229,Tapa_Tapa,3,Negative,review_151599943,late night eats,"We were starving and it kind of filled the bill, being vegan it wasn't optimal but it was open late and we were staying next door.","We were starving and it kind of filled the bill, being vegan it wasn't optimal but it was open late and we were staying next door.","February 7, 2013",Barcelona_Catalonia,https://www.tripadvisor.com/Restaurant_Review-g187497-d2318625-Reviews-or440-Tapa_Tapa-Barcelona_Catalonia.html,UID_94908,"{'food': 'neutral', 'availability': 'positive', 'location': 'positive'}"
261773,261774,Santa_Clara_Restaurante,3,Negative,review_582971026,Sunday mourning “el Luto” at Santa Clara ,"I’m a very regular coffee drinker at Santa Clara since I discover 4 years ago I love the garden settings the blue & white  color scheme of the place in summer it’s perfect to have the sun shine , I love “maria the server &...","I’m a very regular coffee drinker at Santa Clara since I discover 4 years ago I love the garden settings the blue & white color scheme of the place in summer it’s perfect to have the sun shine , I love “maria the server & Alejandro “ it’s make me sing a song with there’s names very accommodating, helpful & very customer services oriented & the PR is a “winner” but when it comes to Saturday & Sunday it’s a “mourning “ for me because the waiter don’t want to served my favorite glass to had my coffee.... I address this to Marriott customer care but it’s has to action yet..... but I still love this place....","May 27, 2018",Barcelona_Catalonia,https://www.tripadvisor.com/Restaurant_Review-g187497-d8799903-Reviews-Santa_Clara_Restaurante-Barcelona_Catalonia.html,UID_75232,"{'coffee': 'positive', 'atmosphere': 'positive', 'service': 'positive', 'waiter': 'negative', 'customer care': 'negative'}"
360580,360581,Planet_Rous,2,Negative,review_226760857,Good location.  Mediocre food,"Mediocre meal.  Edible but not great.  I had the black rice and some croquettes.  They had their trip advisor reading posted which was 4 out of 5, but that was with only one review. That's quite a bit misleading","Mediocre meal.  Edible but not great.  I had the black rice and some croquettes.  They had their trip advisor reading posted which was 4 out of 5, but that was with only one review. That's quite a bit misleading","September 3, 2014",Barcelona_Catalonia,https://www.tripadvisor.com/Restaurant_Review-g187497-d4605642-Reviews-Planet_Rous-Barcelona_Catalonia.html,UID_117626,"{'meal': 'negative', 'black rice': 'neutral', 'croquettes': 'neutral', 'restaurant rating': 'negative'}"
304352,304353,Kaguya_Hime,3,Negative,review_320219142,Reasonable,Reasonable food and service for the price. Our food was uninspired but fresh. This was not a ripoff. We were reasonably satisfied for the price.  Forgettable but okay.,Reasonable food and service for the price. Our food was uninspired but fresh. This was not a ripoff. We were reasonably satisfied for the price.  Forgettable but okay.,"October 19, 2015",Barcelona_Catalonia,https://www.tripadvisor.com/Restaurant_Review-g187497-d3865061-Reviews-Kaguya_Hime-Barcelona_Catalonia.html,UID_8834,"{'food': 'neutral', 'service': 'neutral', 'price': 'positive'}"
12681,12682,EatMyTrip_Brunch_Bakery_Barcelona,5,Positive,review_587979525,Great brunch spot ,"I  enjoyed my brunch here so much! My Norwegian toast was fantastic - i literally could taste the quality of ingredients! My advise - go for small portion if u r alone, because one  big portion is gonna be filling for 2 people.I like...","I enjoyed my brunch here so much! My Norwegian toast was fantastic - i literally could taste the quality of ingredients! My advise - go for small portion if u r alone, because one big portion is gonna be filling for 2 people. I like how slightly sour was coffee, my type really. Carrot cake is good. I am gonna be a frequent flyer for sure! ","June 17, 2018",Barcelona_Catalonia,https://www.tripadvisor.com/Restaurant_Review-g187497-d14013338-Reviews-or300-EatMyTrip_Brunch_Bakery_Barcelona-Barcelona_Catalonia.html,UID_11876,"{'brunch': 'positive', 'norwegian toast': 'positive', 'portion size': 'positive', 'coffee': 'positive', 'carrot cake': 'positive', 'returning': 'positive'}"
310964,310965,El_Coc,5,Positive,review_414453415,What a  great find,We were looking   for some  where  the  has  fresh salads  with a distinctive local flavour  and  this  ticked  all the  boxes. The  service was  friendly and  prompt .,We were looking   for some  where  the  has  fresh salads  with a distinctive local flavour  and  this  ticked  all the  boxes. The  service was  friendly and  prompt .,"September 4, 2016",Barcelona_Catalonia,https://www.tripadvisor.com/Restaurant_Review-g187497-d10375788-Reviews-El_Coc-Barcelona_Catalonia.html,UID_2539,"{'salads': 'positive', 'service': 'positive', 'local flavour': 'positive'}"
339691,339692,El_Raco_de_Corcega,2,Negative,review_702221129,It's alright food.,"Good English Speaking staff. Food alright, sweet smoked salmon salat was good. The beef 200g has very dry and with some fried potato slizes. Price is avarage. Could get better for that amount around I Barcelona. but maybe other dishes is better. Atmosphere is good....","Good English Speaking staff. Food alright, sweet smoked salmon salat was good. The beef 200g has very dry and with some fried potato slizes. Price is avarage. Could get better for that amount around I Barcelona. but maybe other dishes is better. Atmosphere is good. Location is bit far to walk from barceloneta. Should have treat to sit better. Got a table for 2 away from everything, even tho not many customer in the restaurant. Again not the best and not the worst.","August 23, 2019",Barcelona_Catalonia,https://www.tripadvisor.com/Restaurant_Review-g187497-d4454146-Reviews-El_Raco_de_Corcega-Barcelona_Catalonia.html,UID_144222,"{'staff': 'positive', 'food': 'neutral', 'salmon salad': 'positive', 'beef': 'negative', 'potato slices': 'neutral', 'price': 'neutral', 'atmosphere': 'positive', 'location': 'negative', 'seating': 'negative', 'customer density': 'neutral'}"
360655,360656,Oasis,3,Negative,review_327687655,Good for breakfast,Nice breakfasts but avoid when it's busy!! We went and they kept forgetting about our orders! Food is really nice though,Nice breakfasts but avoid when it's busy!! We went and they kept forgetting about our orders! Food is really nice though,"November 18, 2015",Barcelona_Catalonia,https://www.tripadvisor.com/Restaurant_Review-g187497-d3171900-Reviews-Oasis-Barcelona_Catalonia.html,UID_88641,"{'breakfast': 'positive', 'service': 'negative', 'food': 'positive'}"
387691,387692,El_Cafe_D_en_Victor,3,Negative,review_531447426,Average food and waiters try to upsell,This place is worth a visit mainly for the location in the beautiful square overlooking the cathedral. There are always buskers playing music and it's a sunny area.Unfortunately please be aware that the food costs 20% more if you chose to have it outside...,This place is worth a visit mainly for the location in the beautiful square overlooking the cathedral. There are always buskers playing music and it's a sunny area. Unfortunately please be aware that the food costs 20% more if you chose to have it outside rather than inside. I had the Victor platter which was acceptable - it had fries and a piece of bread with ham. The bad bit was the so called prawn cocktail which had no prawns and tasted more like sweet stuff - pineapple included. My partner had the mixed paella and it was quite good but plentiful even for two people. When we asked the server how big the portions were they lied with the purpose of upselling and that each of our chosen meals is very small. You cam obviously see that is not the case at all in the pictures. Do avoid unless for a drink (which is quite overpriced as well). ,"October 9, 2017",Barcelona_Catalonia,https://www.tripadvisor.com/Restaurant_Review-g187497-d1746240-Reviews-or110-El_Cafe_D_en_Victor-Barcelona_Catalonia.html,UID_9779,"{'location': 'positive', 'atmosphere': 'positive', 'price': 'negative', 'victor platter': 'neutral', 'prawn cocktail': 'negative', 'mixed paella': 'positive', 'portion size': 'positive', 'service': 'negative', 'drinks': 'negative'}"
259866,259867,El_Nacional_La_Taperia,4,Positive,review_384009155,Good choice for a drink or some tapas,"Me and a friend had dinner in El Nacional last Friday. We loved the place, is beautiful and right in the center, we ate some tapas and drank some wine, the food is nice, nothing special, but alright. It's a great place to go when...","Me and a friend had dinner in El Nacional last Friday. We loved the place, is beautiful and right in the center, we ate some tapas and drank some wine, the food is nice, nothing special, but alright. It's a great place to go when friends visit you in town. We will definitely go back.","June 19, 2016",Barcelona_Catalonia,https://www.tripadvisor.com/Restaurant_Review-g187497-d13154073-Reviews-or330-El_Nacional_La_Taperia-Barcelona_Catalonia.html,UID_73086,"{'place': 'positive', 'location': 'positive', 'tapas': 'neutral', 'wine': 'neutral', 'food': 'neutral', 'atmosphere': 'positive'}"
18485,18486,Arcano,5,Positive,review_743761575,We had a really good experience,We had a really good experience with our visit here. The food was very lovely. We had the three course tasting menu (the smallest one). We shared the appetizers and had different main courses and desserts. The atmosphere was very nice and the waiters was...,"We had a really good experience with our visit here. The food was very lovely. We had the three course tasting menu (the smallest one). We shared the appetizers and had different main courses and desserts. The atmosphere was very nice and the waiters was so sweet and nice. The only thing though, we got asked if we wanted some sauce for the steak (after it was served), however no one told us we were supposed to pay for it. It’s fair enough to pay extra, but they just have to tell you before bringing it in. ","February 8, 2020",Barcelona_Catalonia,https://www.tripadvisor.com/Restaurant_Review-g187497-d986234-Reviews-or10-Arcano-Barcelona_Catalonia.html,UID_17077,"{'experience': 'positive', 'food': 'positive', 'menu': 'positive', 'atmosphere': 'positive', 'service': 'positive', 'price': 'negative'}"
69350,69351,Restaurante_Lasarte,5,Positive,review_529614118,Excellent food and service,"If you cannot book a table for dinner, then go for lunch. The menu (and the price) is the same. We had the tasting menu,  and it took three hours to consume everything.So make sure you have the time to enjoy the experience.One...","If you cannot book a table for dinner, then go for lunch. The menu (and the price) is the same. We had the tasting menu, and it took three hours to consume everything. So make sure you have the time to enjoy the experience. One thing you should bear in mind is dress code. It is smart casual, so no jeans and no runners.","October 3, 2017",Barcelona_Catalonia,https://www.tripadvisor.com/Restaurant_Review-g187497-d809578-Reviews-or80-Restaurante_Lasarte-Barcelona_Catalonia.html,UID_57679,"{'booking': 'neutral', 'menu': 'neutral', 'price': 'neutral', 'tasting menu': 'neutral', 'time': 'neutral', 'experience': 'positive', 'dress code': 'neutral'}"
186852,186853,Pura_Brasa_Arenas,5,Positive,review_549204229,Value for money in Central Barcelona,Great food at reasonable prices.  The grilled ribs and cod fish omelette tapas were excellent.  The service was fast and friendly.,Great food at reasonable prices.  The grilled ribs and cod fish omelette tapas were excellent.  The service was fast and friendly.,"December 25, 2017",Barcelona_Catalonia,https://www.tripadvisor.com/Restaurant_Review-g187497-d2205075-Reviews-or220-Pura_Brasa_Arenas-Barcelona_Catalonia.html,UID_130574,"{'food': 'positive', 'price': 'positive', 'ribs': 'positive', 'cod fish omelette tapas': 'positive', 'service': 'positive'}"
271215,271216,Tapas_24,1,Negative,review_748379899,Very bad and expensive,"82 euros for 3 sangrias, jamon y queso and 5 chupitos. That s very inappropriate considering that in barcelona is full of Amazing places... please dont go","82 euros for 3 sangrias, jamon y queso and 5 chupitos. That s very inappropriate considering that in barcelona is full of Amazing places... please dont go","February 29, 2020",Barcelona_Catalonia,https://www.tripadvisor.com/Restaurant_Review-g187497-d1314895-Reviews-Tapas_24-Barcelona_Catalonia.html,UID_171043,"{'price': 'negative', 'food': 'neutral', 'atmosphere': 'negative'}"
